id,t,treated,fte,bk,kfc,roys,wendys
462,0,PA,12.5,0,0,1,0
462,1,PA,13.5,0,0,1,0
466,0,PA,16.75,0,0,0,1
466,1,PA,20,0,0,0,1
468,0,PA,55,1,0,0,0
468,1,PA,25,1,0,0,0
469,0,PA,21.5,1,0,0,0
469,1,PA,26.5,1,0,0,0
470,0,PA,25.5,1,0,0,0
470,1,PA,23,1,0,0,0
471,0,PA,35,1,0,0,0
471,1,PA,23.5,1,0,0,0
472,0,PA,38.5,1,0,0,0
472,1,PA,20.5,1,0,0,0
473,0,PA,18.5,1,0,0,0
473,1,PA,33.5,1,0,0,0
474,0,PA,10.5,1,0,0,0
474,1,PA,15,1,0,0,0
475,0,PA,29,1,0,0,0
475,1,PA,18,1,0,0,0
476,0,PA,21,1,0,0,0
476,1,PA,20,1,0,0,0
477,0,PA,22,1,0,0,0
477,1,PA,16,1,0,0,0
478,0,PA,44.5,1,0,0,0
478,1,PA,23,1,0,0,0
481,0,PA,13.75,0,1,0,0
481,1,PA,17,0,1,0,0
483,0,PA,8.5,0,1,0,0
483,1,PA,10.5,0,1,0,0
485,0,PA,5.5,0,1,0,0
485,1,PA,10,0,1,0,0
487,0,PA,13,0,0,1,0
487,1,PA,16,0,0,1,0
488,0,PA,26.5,0,0,1,0
488,1,PA,12.5,0,0,1,0
489,0,PA,16.5,0,0,1,0
489,1,PA,11.5,0,0,1,0
490,0,PA,16.25,0,0,1,0
490,1,PA,11,0,0,1,0
491,0,PA,16.5,0,0,1,0
491,1,PA,0,0,0,1,0
492,0,PA,10,0,0,1,0
492,1,PA,11.5,0,0,1,0
493,0,PA,33,0,0,1,0
493,1,PA,15,0,0,1,0
495,0,PA,18,0,0,1,0
495,1,PA,18,0,0,1,0
496,0,PA,17.5,0,0,1,0
496,1,PA,15,0,0,1,0
497,0,PA,19.5,0,0,0,1
497,1,PA,,0,0,0,1
498,0,PA,25,0,0,0,1
498,1,PA,23.75,0,0,0,1
499,0,PA,14,0,0,0,1
499,1,PA,15.5,0,0,0,1
501,0,PA,21.5,1,0,0,0
501,1,PA,37.5,1,0,0,0
503,0,PA,14.5,1,0,0,0
503,1,PA,38.25,1,0,0,0
506,0,PA,6.5,0,1,0,0
506,1,PA,6.5,0,1,0,0
509,0,PA,11,0,0,1,0
509,1,PA,10.5,0,0,1,0
510,0,PA,19.5,0,0,1,0
510,1,PA,11.25,0,0,1,0
511,0,PA,12,0,0,1,0
511,1,PA,9.5,0,0,1,0
514,0,PA,15,0,0,1,0
514,1,PA,31,0,0,1,0
515,0,PA,15,0,0,1,0
515,1,PA,14.5,0,0,1,0
516,0,PA,17.25,0,0,1,0
516,1,PA,8,0,0,1,0
521,0,PA,12.5,1,0,0,0
521,1,PA,6,1,0,0,0
522,0,PA,17,1,0,0,0
522,1,PA,14.5,1,0,0,0
