id,time,c
2148,51,425
2148,52,721
2148,53,545
2148,54,987
2148,55,463
2148,56,811
2148,57,184
2148,58,1641
2148,59,1802
2148,60,891
2148,61,645
2148,62,2345
2148,63,977
2148,64,325
2148,65,333
2148,66,379
2148,67,1616
2148,68,487
2148,69,317
2148,70,130
2148,71,375
2148,72,1219
2148,73,627
2148,74,144
2148,75,933
2148,76,166
2148,77,1410
2148,78,788
2148,79,981
2148,80,448
2148,81,1176
2148,82,572
2148,83,506
2148,84,788
2148,85,386
2148,86,603
2148,87,608
2148,88,918
2148,89,641
2148,90,165
2148,91,783
2148,92,499
2148,93,199
2148,94,1605
2148,95,970
2148,96,544
2148,97,515
2148,98,516
2148,99,473
2148,100,393
2148,101,356
2148,102,229
2148,103,265
2148,104,54
2148,105,129
2148,106,851
2148,107,232
2148,108,778
2148,109,321
2148,110,232
2148,111,140
2148,112,395
2148,113,294
2148,114,232
2148,115,321
2148,116,232
2148,117,140
2148,118,395
2148,119,294
2155,1,16
2155,2,197
2155,3,12
2155,4,163
2155,5,16
2155,6,968
2155,7,1908
2155,8,20
2155,9,115
2155,10,92
2155,11,145
2155,12,133
2155,13,97
2155,14,40
2155,15,46
2155,16,55
2155,17,25
2155,18,94
2155,19,49
2155,20,37
2155,21,94
2155,22,41
2155,23,16
2155,24,10
2155,25,16
2155,26,10
2155,27,22
2155,28,22
2155,29,120
2155,30,193
2155,31,177
2155,32,151
2155,33,45
2155,34,70
2155,35,4
2155,36,30
2155,37,79
2155,38,112
2155,39,70
2155,40,94
2155,41,82
2155,42,1276
2155,43,340
2155,44,62
2155,45,81
2155,46,63
2155,47,507
2155,48,30
2155,49,18
2155,50,2633
2155,51,2840
2155,52,100
2155,53,127
2155,54,409
2155,55,94
2155,56,130
2155,57,271
2155,58,79
2155,59,22
2155,60,317
2155,61,101
2155,62,10
2155,63,467
2155,64,262
2155,65,28
2155,66,61
2155,67,275
2155,68,85
2155,69,869
2155,70,727
2155,71,245
2155,72,162
2155,73,58
2155,74,372
2155,75,252
2155,76,19
2155,77,43
2155,78,156
2155,79,7
2155,80,1441
2155,81,121
2155,82,16
2155,83,7
2155,84,1154
2155,85,198
2155,86,279
2155,87,52
2161,1,30
2161,2,9
2161,3,36
2161,4,21
2161,5,58
2161,6,24
2161,7,33
2161,8,21
2161,9,679
2161,10,70
2161,11,219
2161,12,75
2161,13,15
2161,14,21
2161,15,21
2161,16,21
2161,17,12
2161,18,33
2161,19,16
2161,20,19
2161,21,45
2161,22,18
2161,23,55
2161,24,18
2161,25,15
2161,26,27
2161,27,218
2161,28,25
2161,29,34
2161,30,30
2161,31,16
2161,32,27
2161,33,33
2161,34,78
2161,35,19
2161,36,18
2161,37,19
2161,38,21
2174,1,315
2174,2,484
2174,3,629
2174,4,298
2174,5,337
2174,6,1034
2174,7,858
2174,8,148
2174,9,547
2174,10,291
2174,11,99
2174,12,327
2174,13,541
2174,14,139
2174,15,230
2174,16,566
2174,17,127
2174,18,75
2174,19,105
2174,20,192
2174,21,507
2174,22,433
2174,23,256
2174,24,251
2174,25,242
2174,26,137
2174,27,123
2174,28,370
2174,29,228
2174,30,233
2174,31,251
2174,32,276
2174,33,97
2174,34,330
2174,35,857
2174,36,1067
2174,37,415
2174,38,1485
2174,39,177
2174,40,63
2174,41,614
2174,42,6
2174,43,565
2174,44,500
2174,45,107
2174,46,331
2174,47,390
2174,48,84
2174,49,226
2174,50,15
2174,51,595
2174,52,475
2174,53,525
2174,54,149
2174,55,204
2174,56,170
2174,57,310
2174,58,413
2174,59,142
2174,60,240
2174,61,105
2174,62,525
2174,63,321
2174,64,734
2174,65,190
2174,66,122
2174,67,967
2174,68,36
2174,69,837
2174,70,120
2174,71,330
2174,72,791
2174,73,358
2174,74,55
2174,75,310
2174,76,33
2174,77,220
2174,78,688
2174,79,248
2174,80,181
2174,81,738
2174,82,565
2174,83,132
2174,84,456
2174,85,3
2174,86,480
2174,87,508
2174,88,219
2174,89,277
2174,90,250
2174,91,225
2174,92,109
2174,93,973
2174,94,197
2174,95,351
2174,96,72
2174,97,325
2174,98,104
2174,99,249
2174,100,283
2174,101,258
2174,102,193
2174,103,2014
2174,104,681
2174,105,418
2174,106,584
2174,107,105
2174,108,718
2174,109,411
2174,110,574
2174,111,964
2174,112,834
2174,113,789
2174,114,248
2174,115,1222
2174,116,367
2174,117,552
2174,118,323
2174,119,339
2174,120,193
2174,121,597
2174,122,117
2174,123,866
2174,124,626
2174,125,310
2174,126,273
2174,127,652
2174,128,121
2174,129,388
2174,130,63
2174,131,318
2174,132,255
2174,133,485
2174,134,78
2174,135,177
2174,136,33
2174,137,928
2174,138,223
2174,139,269
2174,140,111
2174,141,206
2174,142,289
2174,143,395
2174,144,432
2174,145,210
2174,146,508
2174,147,795
2174,148,72
2174,149,349
2174,150,90
2174,151,205
2174,152,743
2174,153,172
2174,154,154
2174,155,564
2174,156,438
2174,157,174
2174,158,773
2174,159,711
2174,160,201
2174,161,1283
2174,162,174
2183,1,685
2189,1,903
2189,2,1226
2189,3,222
2189,4,333
2189,5,937
2189,6,480
2189,7,1037
2189,8,1090
2189,9,423
2189,10,407
2189,11,1042
2189,12,141
2189,13,79
2189,14,518
2189,15,567
2189,16,2328
2189,17,250
2189,18,30
2189,19,390
2189,20,664
2189,21,369
2189,22,267
2189,23,941
2189,24,72
2189,25,322
2189,26,486
2189,27,204
2189,28,816
2189,29,273
2189,30,126
2189,31,1311
2189,32,540
2189,33,1168
2189,34,321
2189,35,503
2189,36,908
2189,37,124
2189,38,2277
2189,39,911
2189,40,787
2189,41,1211
2189,42,240
2189,43,431
2190,1,34
2190,2,23
2190,3,107
2190,4,136
2190,5,290
2190,6,57
2190,7,48
2190,8,601
2190,9,53
2190,10,199
2190,11,295
2190,12,144
2190,13,148
2190,14,35
2190,15,277
2190,16,666
2190,17,161
2190,18,140
2190,19,86
2190,20,193
2190,21,260
2190,22,300
2190,23,169
2190,24,280
2190,25,224
2190,26,56
2190,27,226
2190,28,334
2190,29,317
2190,30,772
2190,31,170
2190,32,420
2190,33,17
2190,34,304
2190,35,274
2190,36,117
2190,37,391
2190,38,47
2190,39,176
2190,40,413
2190,41,56
2190,42,330
2190,43,538
2190,44,1487
2190,45,223
2190,46,472
2190,47,583
2190,48,266
2190,49,347
2190,50,194
2190,51,1263
2190,52,146
2190,53,194
2190,54,100
2190,55,579
2190,56,409
2190,57,68
2190,58,223
2190,59,1019
2190,60,728
2190,61,331
2190,62,284
2190,63,635
2190,64,590
2190,65,501
2190,66,239
2190,67,292
2190,68,389
2190,69,588
2190,70,890
2190,71,744
2190,72,570
2190,73,207
2190,74,410
2190,75,916
2190,76,326
2190,77,684
2190,78,565
2190,79,452
2190,80,827
2190,81,141
2190,82,1239
2190,83,271
2190,84,516
2190,85,475
2190,86,187
2190,87,706
2190,88,415
2190,89,592
2190,90,943
2190,91,243
2190,92,611
2190,93,559
2190,94,178
2190,95,639
2190,96,348
2190,97,1428
2190,98,693
2190,99,1077
2190,100,179
2190,101,778
2190,102,189
2190,103,510
2190,104,785
2190,105,453
2190,106,800
2190,107,270
2190,108,722
2190,109,434
2190,110,648
2190,111,1284
2190,112,450
2190,113,885
2190,114,432
2190,115,559
2190,116,315
2190,117,666
2190,118,286
2190,119,684
2190,120,156
2190,121,367
2190,122,556
2190,123,549
2190,124,393
2190,125,1275
2190,126,1700
2190,127,135
2190,128,824
2190,129,596
2190,130,799
2190,131,516
2190,132,954
2190,133,1356
2190,134,854
2190,135,477
2190,136,685
2190,137,266
2190,138,1266
2190,139,694
2190,140,770
2190,141,556
2190,142,283
2190,143,425
2190,144,860
2190,145,150
2190,146,503
2190,147,942
2190,148,635
2190,149,276
2190,150,557
2190,151,457
2190,152,320
2190,153,518
2190,154,1425
2190,155,379
2190,156,1093
2190,157,620
2190,158,619
2190,159,397
2190,160,874
2190,161,548
2190,162,592
2190,163,684
2190,164,399
2190,165,892
2190,166,613
2190,167,568
2190,168,483
2190,169,1849
2190,170,559
2190,171,574
2190,172,644
2196,1,361
2196,2,51
2196,3,40
2196,4,18
2196,5,93
2196,6,18
2196,7,15
2222,1,1111
2222,2,165
2225,1,168
2225,2,16
2225,3,9
2225,4,51
2225,5,112
2225,6,105
2225,7,258
2225,8,3
2225,9,78
2225,10,91
2225,11,4
2225,12,36
2225,13,9
2225,14,223
2225,15,48
2225,16,165
2225,17,111
2225,18,988
2225,19,242
2225,20,114
2225,21,331
2225,22,376
2225,23,100
2225,24,165
2225,25,18
2225,26,322
2225,27,169
2225,28,144
2225,29,70
2225,30,169
2225,31,27
2225,32,27
2249,1,18
2249,2,311
2249,3,54
2249,4,85
2249,5,6
2249,6,392
2249,7,63
2249,8,588
2249,9,30
2249,10,1072
2249,11,66
2249,12,24
2249,13,663
2249,14,212
2249,15,9
2249,16,180
2249,17,190
2249,18,111
2249,19,52
2249,20,107
2249,21,6
2249,22,7
2249,23,10
2249,24,300
2249,25,25
2249,26,711
2249,27,969
2249,28,66
2249,29,13
2249,30,93
2249,31,112
2249,32,3
2249,33,15
2249,34,217
2249,35,201
2249,36,223
2249,37,15
2249,38,116
2249,39,1949
2249,40,394
2249,41,18
2249,42,42
2249,43,102
2249,44,279
2249,45,57
2249,46,51
2249,47,147
2249,48,115
2249,49,31
2249,50,216
2249,51,339
2249,52,261
2249,53,1383
2249,54,81
2249,55,1360
2249,56,541
2249,57,30
2249,58,111
2249,59,7
2249,60,126
2249,61,21
2249,62,3
2249,63,104
2249,64,669
2249,65,631
2249,66,512
2249,67,257
2249,68,250
2249,69,1632
2249,70,400
2249,71,399
2249,72,62
2249,73,408
2249,74,256
2249,75,1257
2249,76,405
2249,77,271
2249,78,143
2249,79,18
2249,80,342
2249,81,49
2249,82,102
2249,83,169
2249,84,113
2249,85,526
2249,86,123
2249,87,153
2249,88,1360
2249,89,440
2249,90,318
2249,91,202
2249,92,2246
2249,93,598
2249,94,223
2249,95,965
2249,96,136
2249,97,120
2249,98,793
2249,99,339
2249,100,33
2249,101,64
2249,102,137
2252,1,24
2252,2,58
2252,3,4
2298,1,199
2298,2,2506
2298,3,514
2298,4,520
2298,5,68
2298,6,1947
2298,7,707
2298,8,162
2298,9,307
2298,10,2106
2298,11,197
2298,12,459
2298,13,352
2298,14,354
2298,15,377
2298,16,179
2298,17,98
2298,18,64
2298,19,577
2298,20,11
2298,21,640
2298,22,98
2298,23,64
2298,24,253
2305,1,75
2305,2,104
2310,1,654
2310,2,386
2310,3,580
2310,4,1065
2310,5,471
2310,6,518
2310,7,55
2310,8,524
2310,9,581
2310,10,653
2310,11,878
2310,12,617
2310,13,354
2310,14,427
2310,15,1244
2310,16,1049
2310,17,1402
2310,18,1371
2310,19,923
2310,20,941
2310,21,528
2310,22,479
2310,23,925
2310,24,515
2310,25,250
2310,26,350
2310,27,777
2310,28,441
2310,29,397
2310,30,906
2310,31,367
2310,32,540
2310,33,1065
2310,34,617
2310,35,423
2310,36,431
2310,37,922
2310,38,80
2310,39,669
2310,40,676
2310,41,738
2310,42,851
2310,43,1096
2310,44,390
2310,45,303
2310,46,694
2310,47,647
2310,48,358
2310,49,457
2310,50,868
2310,51,22
2310,52,820
2310,53,501
2310,54,596
2310,55,412
2310,56,109
2310,57,265
2310,58,425
2310,59,336
2310,60,269
2310,61,202
2310,62,418
2310,63,113
2310,64,193
2310,65,572
2310,66,321
2310,67,384
2310,68,1137
2310,69,76
2310,70,568
2310,71,428
2310,72,304
2310,73,376
2310,74,162
2310,75,333
2310,76,474
2310,77,150
2310,78,272
2310,79,259
2310,80,273
2310,81,381
2310,82,137
2310,83,425
2310,84,266
2310,85,387
2310,86,243
2310,87,400
2310,88,355
2310,89,412
2310,90,348
2310,91,558
2310,92,170
2310,93,325
2310,94,181
2310,95,590
2310,96,191
2310,97,159
2310,98,252
2310,99,281
2310,100,298
2310,101,237
2310,102,398
2310,103,222
2310,104,344
2310,105,519
2310,106,386
2310,107,1147
2310,108,2910
2310,109,198
2310,110,361
2310,111,275
2310,112,158
2310,113,731
2310,114,865
2310,115,286
2310,116,726
2310,117,676
2310,118,483
2310,119,217
2310,120,344
2310,121,90
2310,122,452
2310,123,105
2310,124,572
2310,125,483
2310,126,196
2310,127,218
2310,128,249
2310,129,343
2310,130,184
2310,131,425
2310,132,245
2310,133,18
2310,134,302
2310,135,229
2310,136,279
2310,137,422
2310,138,3001
2310,139,279
2310,140,405
2310,141,332
2310,142,676
2310,143,328
2310,144,86
2310,145,457
2310,146,558
2310,147,90
2310,148,466
2310,149,129
2310,150,9
2314,1,235
2314,2,9
2320,1,214
2320,2,16
2320,3,36
2320,4,7
2320,5,6
2320,6,6
2320,7,106
2334,1,19
2334,2,97
2334,3,28
2334,4,33
2334,5,436
2334,6,11
2334,7,448
2334,8,274
2334,9,359
2334,10,4
2334,11,12
2334,12,762
2334,13,14
2334,14,827
2334,15,200
2334,16,261
2334,17,130
2334,18,375
2334,19,263
2334,20,2412
2334,21,68
2334,22,580
2334,23,16
2334,24,71
2334,25,153
2334,26,328
2334,27,191
2334,28,167
2334,29,116
2334,30,979
2334,31,266
2334,32,579
2334,33,11
2334,34,11
2334,35,500
2334,36,892
2334,37,12289
2334,38,12060
2334,39,152
2334,40,404
2334,41,506
2334,42,180
2334,43,31
2334,44,50
2334,45,127
2334,46,407
2334,47,441
2334,48,3686
2334,49,1374
2334,50,129
2334,51,216
2334,52,420
2334,53,214
2334,54,2486
2334,55,991
2334,56,347
2334,57,620
2334,58,271
2334,59,698
2334,60,272
2334,61,24964
2334,62,909
2334,63,11526
2334,64,636
2334,65,1145
2334,66,629
2334,67,136
2334,68,337
2334,69,684
2334,70,733
2334,71,234
2334,72,1271
2334,73,1032
2334,74,139
2334,75,598
2334,76,928
2334,77,801
2334,78,1062
2334,79,696
2334,80,354
2334,81,17565
2334,82,1368
2334,83,380
2343,1,13
2343,2,11
2343,3,22
2343,4,156
2343,5,22
2343,6,27
2343,7,16
2343,8,46
2343,9,91
2343,10,79
2343,11,223
2343,12,62
2343,13,37
2343,14,123
2343,15,10
2343,16,78
2343,17,34
2343,18,94
2343,19,42
2350,1,595
2350,2,476
2350,3,1154
2350,4,331
2350,5,75
2350,6,724
2350,7,1413
2350,8,270
2350,9,555
2350,10,238
2350,11,588
2350,12,34
2350,13,397
2350,14,369
2350,15,207
2350,16,235
2350,17,320
2350,18,271
2350,19,91
2350,20,100
2350,21,309
2350,22,313
2350,23,239
2350,24,111
2350,25,72
2350,26,175
2350,27,500
2350,28,168
2350,29,313
2350,30,124
2350,31,575
2350,32,726
2350,33,555
2350,34,796
2350,35,436
2350,36,106
2350,37,751
2350,38,265
2350,39,135
2350,40,259
2350,41,450
2350,42,9300
2350,43,887
2350,44,420
2350,45,1099
2350,46,247
2350,47,353
2350,48,1601
2350,49,625
2350,50,519
2350,51,635
2350,52,1258
2350,53,286
2350,54,401
2350,55,499
2350,56,353
2350,57,160
2350,58,930
2350,59,811
2350,60,304
2350,61,963
2350,62,497
2350,63,398
2350,64,314
2350,65,126
2350,66,474
2350,67,108
2350,68,715
2350,69,190
2350,70,646
2350,71,286
2350,72,385
2350,73,327
2350,74,82
2350,75,520
2350,76,267
2350,77,171
2350,78,126
2350,79,426
2350,80,394
2350,81,135
2350,82,211
2350,83,189
2350,84,202
2350,85,83
2350,86,330
2350,87,258
2350,88,205
2350,89,211
2350,90,39
2350,91,231
2350,92,132
2350,93,178
2350,94,209
2350,95,93
2350,96,46
2350,97,408
2350,98,108
2350,99,54
2350,100,205
2350,101,342
2350,102,90
2350,103,622
2350,104,246
2350,105,174
2350,106,633
2350,107,283
2350,108,147
2350,109,176
2350,110,123
2350,111,325
2350,112,45
2350,113,226
2350,114,878
2350,115,52
2350,116,342
2350,117,245
2350,118,268
2350,119,359
2350,120,1684
2350,121,278
2350,122,178
2350,123,458
2350,124,462
2350,125,148
2350,126,142
2350,127,316
2350,128,663
2350,129,376
2350,130,268
2350,131,507
2350,132,536
2350,133,470
2350,134,611
2350,135,202
2350,136,198
2350,137,404
2350,138,151
2350,139,418
2350,140,999
2350,141,115
2350,142,417
2350,143,324
2350,144,76
2350,145,466
2350,146,577
2350,147,92
2350,148,854
2350,149,161
2350,150,199
2350,151,3031
2350,152,440
2350,153,44
2350,154,103
2350,155,371
2350,156,3031
2350,157,91
2350,158,358
2350,159,407
2360,1,1039
2360,2,1352
2360,3,2073
2360,4,441
2360,5,629
2360,6,898
2360,7,814
2360,8,1233
2360,9,1577
2360,10,1542
2360,11,671
2360,12,1331
2360,13,1192
2360,14,1331
2360,15,1834
2360,16,1165
2360,17,718
2360,18,1190
2360,19,806
2360,20,933
2360,21,1533
2360,22,2151
2360,23,895
2360,24,1380
2360,25,18292
2360,26,1509
2360,27,1534
2360,28,3418
2360,29,1028
2360,30,615
2360,31,945
2360,32,137
2360,33,455
2360,34,1317
2360,35,1254
2360,36,1280
2360,37,248
2360,38,2128
2360,39,1003
2360,40,608
2360,41,1259
2360,42,1007
2360,43,4277
2360,44,1176
2360,45,1003
2360,46,317
2360,47,203
2360,48,2255
2360,49,1216
2360,50,2163
2360,51,1240
2360,52,1404
2360,53,858
2360,54,586
2360,55,1073
2360,56,1318
2360,57,1362
2360,58,927
2360,59,3038
2360,60,1038
2360,61,1212
2360,62,2122
2360,63,2251
2360,64,1293
2360,65,1259
2360,66,1371
2360,67,939
2360,68,367
2360,69,2100
2360,70,1333
2360,71,1432
2360,72,1712
2360,73,1592
2360,74,575
2360,75,1125
2360,76,1411
2360,77,1579
2360,78,1405
2360,79,1725
2360,80,1197
2360,81,965
2360,82,825
2360,83,1676
2360,84,1967
2360,85,1359
2360,86,1655
2360,87,9451
2360,88,1093
2360,89,1030
2360,90,1303
2360,91,2347
2360,92,2072
2360,93,1975
2360,94,2188
2360,95,736
2360,96,1239
2360,97,2180
2360,98,2137
2360,99,1697
2360,100,1443
2360,101,1822
2360,102,946
2360,103,573
2360,104,2230
2360,105,2671
2360,106,2838
2360,107,876
2360,108,816
2360,109,1154
2360,110,495
2360,111,1887
2360,112,2415
2360,113,1487
2360,114,1486
2360,115,1857
2360,116,561
2360,117,1067
2360,118,1898
2360,119,1840
2360,120,1737
2360,121,1534
2360,122,1750
2360,123,553
2360,124,776
2360,125,1253
2360,126,1129
2360,127,1327
2360,128,1292
2360,129,767
2360,130,960
2360,131,922
2360,132,1770
2360,133,2112
2360,134,2175
2360,135,1557
2360,136,1437
2360,137,622
2360,138,899
2360,139,1903
2360,140,1283
2360,141,1126
2360,142,1370
2360,143,949
2360,144,379
2360,145,1063
2360,146,2629
2360,147,1482
2360,148,2098
2360,149,1551
2360,150,904
2360,151,552
2360,152,929
2360,153,1857
2360,154,778
2360,155,228
2360,156,2400
2360,157,1742
2360,158,1930
2360,159,2607
2360,160,4970
2360,161,1660
2360,162,312
2360,163,1831
2360,164,2132
2360,165,2751
2360,166,1885
2363,1,10
2389,1,13
2409,1,10
2409,2,9
2409,3,9
2426,1,660
2426,2,36
2426,3,301
2426,4,154
2426,5,48
2426,6,12
2426,7,330
2426,8,374
2426,9,40
2426,10,126
2426,11,7
2426,12,117
2426,13,7
2426,14,55
2426,15,6
2426,16,48
2426,17,9
2426,18,7
2428,1,25
2428,2,223
2428,3,10
2428,4,28
2428,5,79
2450,1,210
2450,2,319
2450,3,58
2450,4,157
2450,5,216
2450,6,775
2450,7,210
2450,8,222
2450,9,69
2450,10,142
2450,11,108
2450,12,166
2450,13,127
2450,14,783
2450,15,136
2450,16,174
2450,17,232
2450,18,105
2450,19,318
2450,20,87
2450,21,1084
2450,22,93
2450,23,336
2450,24,142
2450,25,313
2450,26,179
2450,27,307
2450,28,198
2450,29,158
2450,30,153
2450,31,321
2450,32,173
2450,33,430
2450,34,421
2450,35,332
2450,36,543
2450,37,206
2450,38,941
2450,39,803
2450,40,366
2450,41,264
2459,1,421
2459,2,69
2459,3,209
2466,1,1183
2466,2,458
2466,3,60
2466,4,555
2466,5,482
2466,6,256
2466,7,125
2466,8,153
2466,9,9
2466,10,2054
2466,11,73
2466,12,3
2466,13,21
2466,14,337
2466,15,27
2466,16,21
2466,17,7
2466,18,66
2466,19,36
2466,20,63
2466,21,151
2466,22,21
2466,23,13
2466,24,12
2466,25,390
2466,26,258
2466,27,3
2466,28,9
2466,29,539
2466,30,6
2466,31,273
2466,32,563
2466,33,269
2466,34,444
2466,35,366
2466,36,264
2466,37,216
2466,38,534
2466,39,287
2466,40,586
2466,41,293
2466,42,285
2466,43,92
2466,44,94
2466,45,101
2466,46,126
2466,47,268
2466,48,27
2466,49,90
2466,50,12
2466,51,531
2471,1,180
2471,2,34
2471,3,513
2471,4,441
2482,1,133
2482,2,303
2482,3,468
2482,4,385
2482,5,178
2482,6,390
2482,7,1226
2482,8,568
2482,9,1157
2482,10,647
2482,11,416
2482,12,164
2482,13,220
2482,14,183
2482,15,69
2482,16,126
2482,17,63
2482,18,355
2482,19,111
2482,20,501
2482,21,81
2482,22,460
2482,23,796
2482,24,84
2482,25,291
2482,26,64
2482,27,112
2482,28,78
2482,29,117
2482,30,430
2482,31,207
2482,32,88
2482,33,338
2482,34,300
2482,35,46
2482,36,75
2482,37,66
2482,38,33
2482,39,48
2482,40,153
2482,41,512
2482,42,139
2482,43,100
2482,44,165
2482,45,55
2482,46,353
2482,47,24
2482,48,21
2482,49,24
2482,50,324
2482,51,150
2482,52,61
2482,53,355
2482,54,213
2482,55,259
2482,56,45
2482,57,85
2482,58,234
2482,59,740
2482,60,210
2482,61,36
2484,1,79
2484,2,405
2484,3,21
2484,4,569
2484,5,649
2484,6,585
2484,7,31
2484,8,90
2484,9,27
2484,10,299
2484,11,144
2484,12,148
2484,13,66
2484,14,4
2484,15,9
2484,16,112
2484,17,223
2484,18,255
2484,19,33
2484,20,226
2484,21,33
2484,22,25
2484,23,57
2484,24,24
2484,25,211
2484,26,635
2484,27,115
2484,28,65
2484,29,327
2484,30,132
2484,31,162
2484,32,84
2484,33,325
2484,34,304
2484,35,693
2484,36,149
2484,37,1864
2484,38,414
2484,39,543
2484,40,59
2484,41,286
2484,42,59
2484,43,266
2484,44,110
2484,45,77
2484,46,255
2484,47,714
2484,48,218
2484,49,3
2484,50,11
2484,51,378
2484,52,589
2484,53,167
2484,54,42
2484,55,470
2484,56,169
2484,57,33
2484,58,791
2484,59,60
2484,60,70
2484,61,292
2484,62,817
2484,63,135
2484,64,322
2484,65,97
2484,66,97
2484,67,239
2484,68,40
2484,69,99
2484,70,75
2484,71,60
2484,72,5
2484,73,15
2484,74,465
2484,75,29
2484,76,25
2484,77,3545
2484,78,120
2484,79,156
2484,80,544
2484,81,232
2484,82,460
2484,83,63
2484,84,54
2484,85,55
2484,86,18
2484,87,147
2484,88,194
2484,89,95
2484,90,81
2484,91,735
2484,92,117
2484,93,737
2484,94,941
2484,95,715
2484,96,338
2484,97,90
2484,98,1148
2484,99,3654
2484,100,1822
2484,101,1400
2484,102,3362
2484,103,1200
2484,104,398
2484,105,570
2484,106,222
2484,107,120
2484,108,460
2484,109,327
2484,110,338
2484,111,210
2484,112,177
2484,113,216
2484,114,554
2484,115,565
2484,116,323
2484,117,219
2484,118,366
2484,119,170
2484,120,354
2484,121,813
2484,122,612
2484,123,168
2484,124,163
2484,125,75
2484,126,24
2484,127,27
2484,128,45
2484,129,50
2484,130,348
2484,131,831
2484,132,474
2484,133,1207
2484,134,297
2484,135,204
2484,136,662
2484,137,21
2484,138,881
2484,139,244
2484,140,1391
2484,141,465
2484,142,427
2484,143,143
2484,144,110
2484,145,358
2484,146,39
2484,147,552
2484,148,53
2484,149,49
2484,150,67
2484,151,1451
2484,152,91
2484,153,120
2484,154,36
2484,155,303
2484,156,583
2484,157,65
2484,158,155
2484,159,705
2484,160,430
2484,161,277
2484,162,307
2484,163,191
2484,164,422
2485,1,140
2485,2,277
2485,3,77
2485,4,4
2485,5,220
2485,6,6
2485,7,322
2485,8,368
2485,9,28
2485,10,61
2485,11,101
2485,12,4
2485,13,118
2485,14,45
2485,15,51
2485,16,298
2485,17,22
2485,18,33
2485,19,119
2485,20,78
2485,21,3
2486,1,451
2486,2,194
2486,3,192
2486,4,156
2486,5,81
2486,6,520
2486,7,198
2486,8,114
2486,9,939
2486,10,63
2486,11,169
2486,12,452
2486,13,204
2486,14,341
2486,15,30
2486,16,342
2486,17,180
2486,18,36
2486,19,198
2486,20,166
2486,21,124
2486,22,57
2486,23,180
2486,24,133
2486,25,240
2486,26,159
2486,27,150
2486,28,448
2486,29,63
2486,30,145
2486,31,153
2486,32,105
2486,33,28
2486,34,223
2486,35,146
2486,36,30
2486,37,89
2486,38,24
2486,39,466
2486,40,6
2486,41,273
2486,42,225
2486,43,22
2486,44,93
2486,45,144
2486,46,226
2486,47,297
2486,48,18
2486,49,414
2486,50,462
2486,51,187
2486,52,258
2486,53,24
2486,54,273
2486,55,15
2486,56,196
2486,57,246
2486,58,240
2486,59,239
2486,60,156
2486,61,98
2486,62,12
2486,63,4
2486,64,610
2486,65,90
2486,66,270
2486,67,159
2486,68,577
2486,69,42
2486,70,555
2486,71,9
2486,72,204
2486,73,76
2486,74,178
2486,75,274
2486,76,36
2486,77,642
2486,78,168
2486,79,159
2486,80,166
2486,81,171
2486,82,78
2486,83,240
2486,84,24
2486,85,380
2486,86,313
2486,87,21
2486,88,384
2486,89,3
2486,90,662
2486,91,18
2486,92,457
2486,93,423
2486,94,216
2486,95,303
2486,96,547
2486,97,117
2486,98,76
2486,99,12
2486,100,1936
2486,101,105
2486,102,276
2486,103,189
2486,104,132
2486,105,225
2486,106,96
2486,107,169
2486,108,79
2486,109,363
2486,110,135
2486,111,66
2486,112,325
2486,113,132
2486,114,45
2486,115,156
2486,116,340
2486,117,109
2486,118,162
2486,119,252
2486,120,75
2486,121,320
2486,122,30
2486,123,126
2486,124,177
2486,125,48
2486,126,124
2486,127,261
2498,1,298
2498,2,77
2502,1,610
2502,2,3
2502,3,3
2506,1,13
2506,2,203
2506,3,254
2506,4,15
2506,5,406
2506,6,79
2506,7,48
2506,8,9
2506,9,10
2506,10,40
2506,11,34
2506,12,10
2506,13,31
2506,14,20
2506,15,74
2506,16,38
2506,17,52
2506,18,34
2506,19,37
2506,20,109
2506,21,28
2506,22,82
2506,23,16
2506,24,25
2506,25,12
2506,26,7
2506,27,301
2506,28,48
2506,29,127
2506,30,22
2506,31,19
2506,32,115
2506,33,15
2506,34,53
2506,35,34
2506,36,1054
2506,37,199
2506,38,224
2506,39,1139
2506,40,90
2506,41,10
2506,42,16
2506,43,209
2506,44,218
2506,45,42
2506,46,105
2506,47,21
2506,48,31
2506,49,152
2506,50,100
2506,51,56
2506,52,25
2506,53,25
2506,54,38
2506,55,192
2506,56,468
2506,57,141
2506,58,54
2506,59,795
2506,60,262
2506,61,33
2506,62,61
2506,63,35
2506,64,76
2506,65,13
2506,66,35
2506,67,17
2506,68,31
2506,69,24
2506,70,151
2506,71,16
2506,72,94
2506,73,72
2506,74,38
2506,75,19
2506,76,36
2506,77,56
2506,78,59
2506,79,58
2506,80,45
2506,81,599
2506,82,723
2506,83,69
2506,84,130
2506,85,10
2506,86,88
2506,87,64
2506,88,404
2506,89,307
2506,90,191
2506,91,273
2506,92,83
2506,93,125
2506,94,71
2506,95,18
2506,96,48
2506,97,204
2514,1,20
2516,1,421
2516,2,93
2516,3,246
2516,4,26
2516,5,486
2516,6,111
2516,7,18
2516,8,105
2516,9,232
2516,10,301
2516,11,538
2516,12,36
2516,13,30
2516,14,12
2516,15,426
2516,16,78
2516,17,207
2516,18,4350
2516,19,6
2516,20,282
2516,21,126
2516,22,21
2516,23,100
2516,24,69
2516,25,317
2516,26,93
2516,27,81
2516,28,42
2516,29,79
2516,30,60
2516,31,12
2516,32,27
2516,33,81
